state,year,price,pop,pop16,cpi,ndi,sales,pimin,log_C_it,log_C_it_lag1,log_P_it,log_Y_it,log_Pn_it
15,76,38.7,5326.0,3912.0,56.9,5521.6465883,166.6,36.0,5.424147464951912,5.406828013782019,-0.385455741096549,4.575136048639637,-0.45777640267617525
15,77,40.6,5352.0,3960.0,60.6,6012.6429971,173.0,36.9,5.454517892057317,5.424147464951912,-0.4005268264675818,4.597324804357385,-0.4960833420287873
15,78,50.0,5387.0,4013.7,65.2,6663.5226902,150.9,41.4,5.310892500306654,5.454517892057317,-0.2654364635044612,4.626944087228822,-0.4541785881013386
15,79,52.5,5400.0,4045.4,72.6,7358.7571009,148.9,43.4,5.292093460123334,5.310892500306654,-0.3241517522331723,4.618681403471337,-0.5145054807243912
15,80,53.7,5490.0,4103.9,82.4,7760.0125694,146.9,46.3,5.280742597601405,5.292093460123334,-0.428172435400607,4.5451537960285675,-0.5764434758232377
15,81,58.3,5468.0,4102.0,90.9,8407.7977473,148.5,49.4,5.288023217454269,5.280742597601405,-0.44415790782698655,4.527154856290978,-0.6098095769895564
15,82,65.1,5471.0,4115.4,96.5,8612.0357493,147.7,56.3,5.279908569867829,5.288023217454269,-0.3936184591304169,4.49137300123381,-0.5388484731992955
15,83,75.7,5479.0,4134.6,99.6,9060.7404505,143.0,66.4,5.244376644207105,5.279908569867829,-0.2743840041471493,4.510543958535224,-0.4054651081081643
15,84,85.2,5498.0,4164.4,103.9,10077.80444,137.8,75.4,5.203615540704152,5.244376644207105,-0.19842746426991167,4.57466180630331,-0.3206216230912713
15,85,88.8,5500.0,4186.4,107.6,10502.784525,135.3,79.3,5.180401451339307,5.203615540704152,-0.19203399772955967,4.580975046117663,-0.3051825190868817
15,86,93.6,5503.0,4211.4,109.6,11140.254652,137.6,85.4,5.1918491895945715,5.180401451339307,-0.15780699103036885,4.621482997952052,-0.2494912737193909
15,87,100.1,5531.0,4244.0,113.6,11803.512406,134.0,90.5,5.162702210211716,5.1918491895945715,-0.1265138199658761,4.643468921399727,-0.22733365558117044
15,88,109.3,5556.0,4275.0,118.3,12638.0,134.0,94.4,5.159934122454286,5.162702210211716,-0.07912737580184817,4.6712396563490595,-0.22568269783288597
15,89,119.0,5593.0,4301.0,124.0,13451.0,132.5,103.8,5.149250907464128,5.159934122454286,-0.04115807249350744,4.686527166103545,-0.17781559487324866
15,90,130.8,5613.2,4316.6,130.7,14441.0,128.3,115.6,5.117024183173702,5.149250907464128,0.0007648183929222717,4.704922041496389,-0.12276866439189917
15,91,135.8,5680.1,4373.5,136.2,14773.0,127.2,120.5,5.107165885240135,5.117024183173702,-0.0029411785908160393,4.686432075606196,-0.12247464078470219
15,92,153.5,5732.7,4430.4,140.3,15882.0,128.2,135.8,5.111288294985307,5.107165885240135,0.08991757991883643,4.729158684346741,-0.03259977198381953
16,64,27.9,2763.0,1889.4,31.0,2280.5627037,109.7,25.6,5.077807094869567,5.1269239162599245,-0.1053605156578264,4.298190286881684,-0.19139485299962947
16,65,28.1,2758.0,1897.1,31.5,2537.6999749,116.0,26.1,5.1277695661011125,5.077807094869567,-0.11421796949188724,4.389025882255645,-0.1880522315029396
16,66,31.6,2764.0,1912.5,32.4,2722.3898404,108.2,26.2,5.052248985599251,5.1277695661011125,-0.025001302205417155,4.431106968527203,-0.2123990120312325
16,67,32.0,2772.0,1930.8,33.4,2744.8383324,113.7,27.5,5.095198057279947,5.052248985599251,-0.042819997182928185,4.408921556926034,-0.19436989531012913
16,68,36.3,2775.0,1950.1,34.8,2918.3039519,109.2,29.2,5.045951157197145,5.095198057279947,0.04220035449037647,4.429140501339521,-0.17544867750619247
16,69,36.0,2781.0,1963.6,36.7,3165.2373632,107.9,29.9,5.029235924314157,5.045951157197145,-0.019257816604414647,4.457206572977394,-0.20491827466388393
16,70,37.7,2825.0,2000.2,38.8,3369.3145626,108.5,33.9,5.03201136201864,5.029235924314157,-0.028760152175262572,4.464044362142598,-0.13500523224282318
16,71,38.5,2849.0,2036.8,40.5,3507.0666722,108.4,34.7,5.021416195700312,5.03201136201864,-0.050643732818754915,4.461233287024619,-0.15456228715967987
16,72,41.9,2856.0,2062.8,41.8,3892.7725792,109.4,37.7,5.020368651270552,5.021416195700312,0.0023894873973814854,4.533980588495112,-0.10323624507674545
16,73,41.9,2858.0,2084.0,44.4,4829.4869246,110.6,37.7,5.02175304470479,5.020368651270552,-0.057953642510087,4.6892560447750835,-0.16357937498421388
16,74,43.2,2861.0,2108.1,49.3,4793.7734147,116.1,38.0,5.059836034887694,5.02175304470479,-0.13208358579857968,4.577149068477418,-0.2603379213222586
16,75,45.4,2873.0,2137.0,53.8,5289.6810093,120.5,42.8,5.087603556590851,5.059836034887694,-0.16976136212043638,4.588239755167013,-0.2287353645799876
16,76,47.8,2894.0,2172.7,56.9,5794.7720779,124.4,44.7,5.110171174755313,5.087603556590851,-0.174269701634875,4.623416083048418,-0.24132183951276195
16,77,49.4,2903.0,2195.8,60.6,6047.8278052,125.5,45.9,5.111503998795836,5.110171174755313,-0.20434446888139196,4.603159553016349,-0.2778297760087693
16,78,54.6,2906.0,2213.1,65.2,7016.1741165,127.1,49.9,5.11735749576727,5.111503998795836,-0.17742558618174797,4.678513881872477,-0.2674384661751344
16,79,56.4,2902.0,2219.9,72.6,7617.1814688,124.2,52.2,5.08983117413679,5.11735749576727,-0.25249576332673707,4.653196772440996,-0.3298824269421573
16,80,58.8,2913.0,2213.1,82.4,7957.9903918,124.6,57.3,5.099897836754421,5.08983117413679,-0.3374435820108449,4.570346346707059,-0.36328481319473216
16,81,61.4,2899.0,2206.4,90.9,8951.8463531,132.9,59.9,5.162600587601818,5.099897836754421,-0.3923501660303364,4.589855085245039,-0.4170834960620296
16,82,72.8,2905.0,2212.2,96.5,9118.1692706,116.2,64.7,5.027758739235669,5.162600587601818,-0.28182705314230005,4.548481316700086,-0.39978180683808534
16,83,84.0,2905.0,2216.0,99.6,9124.2915866,115.6,74.8,5.020865577657114,5.027758739235669,-0.17034536574723888,4.517533376501232,-0.286344279610121
16,84,93.3,2910.0,2218.9,103.9,10180.391094,111.2,84.8,4.982471885409649,5.020865577657114,-0.10760879025188365,4.5847898091395765,-0.20313335530732446
16,85,99.5,2880.0,2209.3,107.6,10668.1356,109.4,92.3,4.96012546086089,4.982471885409649,-0.07826300356313695,4.596595948404574,-0.15337650621887755
16,86,104.8,2850.0,2195.8,109.6,11155.880107,104.1,101.9,4.906124525082987,4.96012546086089,-0.04478360262697331,4.622884627223403,-0.07284543428523592
16,87,117.1,2834.0,2190.0,113.6,11623.216894,101.1,108.5,4.873897723466505,4.906124525082987,0.030344764316620615,4.628076326941388,-0.04593333330653664
16,88,124.2,2834.0,2203.0,118.3,12213.0,100.2,114.6,4.859037262099047,4.873897723466505,0.04866939851503739,4.6370324661867475,-0.03177596670370192
16,89,145.1,2840.0,2209.0,124.0,13138.0,94.4,118.9,4.79880520088659,4.859037262099047,0.1571415942851053,4.662982507847381,-0.04199876190830073
16,90,149.6,2846.1,2213.8,130.7,14647.0,95.4,129.1,4.809317718569658,4.79880520088659,0.13506044491020075,4.719086194688131,-0.012317322777579458
16,91,155.4,2864.6,2228.3,136.2,14873.0,97.1,132.5,4.8269311367501215,4.809317718569658,0.13187804421813526,4.693178373877186,-0.027541748289134967
16,92,178.5,2882.0,2238.7,140.3,16089.0,95.2,153.1,4.808569099122951,4.8269311367501215,0.24080561411127852,4.7421081005426196,0.08730831555522262
17,64,25.6,2237.0,1537.8,31.0,2316.5973895,111.2,25.7,5.086113240708531,5.129158796280363,-0.19139485299962947,4.3138675411455045,-0.1874962125839722
17,65,28.1,2248.0,1552.3,31.5,2488.6994018,107.8,26.1,5.050580888456081,5.086113240708531,-0.11421796949188724,4.369527978571687,-0.1880522315029396
17,66,30.5,2275.0,1582.3,32.4,2639.9405641,101.7,26.2,4.985127870714628,5.050580888456081,-0.060431739184917684,4.400353259490158,-0.2123990120312325
17,67,31.0,2281.0,1597.8,33.4,2768.2347914,101.2,27.5,4.9730850170898115,4.985127870714628,-0.0745686954975085,4.417409236640256,-0.19436989531012913
17,68,32.4,2291.0,1622.0,34.8,2945.5520162,100.1,29.2,4.951498134099312,4.9730850170898115,-0.07145896398214487,4.438434133573849,-0.17544867750619247
17,69,32.6,2321.0,1656.9,36.7,3163.5478984,102.6,29.9,4.967887673435855,4.951498134099312,-0.1184644666878626,4.456672674363269,-0.20491827466388393
17,70,34.2,2249.0,1624.9,38.8,3411.7920131,114.0,33.9,5.06123784594508,4.967887673435855,-0.1261946025606682,4.476572702650738,-0.13500523224282318
17,71,38.9,2247.0,1641.4,40.5,3717.4034652,102.8,34.7,4.946831810010782,5.06123784594508,-0.04030772348809287,4.5194787362182085,-0.15456228715967987
17,72,38.8,2259.0,1665.6,41.8,4125.2330821,111.0,37.7,5.014267019919633,4.946831810010782,-0.07447609290148292,4.591981462393252,-0.10323624507674545
17,73,39.3,2269.0,1687.9,44.4,4790.6941963,115.2,37.7,5.042523801346751,5.014267019919633,-0.12201495056296358,4.681191136624665,-0.16357937498421388
17,74,40.2,2275.0,1706.3,49.3,5095.2626059,118.6,38.0,5.063409255415457,5.042523801346751,-0.20405708542366888,4.638142405164144,-0.2603379213222586
17,75,42.7,2287.0,1730.5,53.8,5498.9200528,123.4,43.5,5.09426164241867,5.063409255415457,-0.2310745469331598,4.627033530736482,-0.21251252907310034
17,76,46.6,2309.0,1760.5,56.9,5587.5786652,127.7,44.7,5.120900433797882,5.09426164241867,-0.19969480000068493,4.5870059764734314,-0.24132183951276195
17,77,48.1,2331.0,1787.6,60.6,6407.4100691,127.9,45.9,5.116672130561258,5.120900433797882,-0.23101271596355327,4.660915529808903,-0.2778297760087693
17,78,52.6,2347.0,1810.8,65.2,7177.1754331,127.1,49.9,5.104343358484629,5.116672130561258,-0.21474334918894308,4.701201721991391,-0.2674384661751344
17,79,54.8,2369.0,1832.2,72.6,8258.8105042,126.4,52.2,5.0964019762904345,5.104343358484629,-0.2812747278767806,4.734070927558857,-0.3298824269421573
17,80,58.3,2363.0,1814.7,82.4,8365.2008391,127.1,57.3,5.1089860116013375,5.0964019762904345,-0.34598334355897936,4.620250185673343,-0.36328481319473216
17,81,59.8,2383.0,1828.3,90.9,9461.4385052,132.0,59.9,5.147775547350654,5.1089860116013375,-0.4187543402268472,4.645219711162723,-0.4170834960620296
17,82,65.1,2408.0,1843.8,96.5,10019.466242,130.9,64.7,5.141401540980072,5.147775547350654,-0.3936184591304169,4.642742095613581,-0.39978180683808534
17,83,77.0,2425.0,1856.4,99.6,10400.176754,127.6,74.8,5.116092766915252,5.141401540980072,-0.2573567427368686,4.648415915971412,-0.286344279610121
17,84,91.0,2438.0,1867.0,103.9,11277.375495,121.7,84.8,5.068404166492976,5.116092766915252,-0.13256939158833178,4.687124930992286,-0.20313335530732446
17,85,97.5,2449.0,1873.8,107.6,11843.747572,115.7,93.7,5.018711957634711,5.068404166492976,-0.09856826972388248,4.701134728534494,-0.1383224584833074
17,86,103.0,2459.0,1887.3,109.6,12517.553026,109.4,101.9,4.95961841695998,5.018711957634711,-0.06210838628427928,4.738049805830603,-0.07284543428523592
17,87,114.5,2476.0,1898.0,113.6,12827.336648,105.2,108.5,4.921706954938223,4.95961841695998,0.007891316707243492,4.726650341932295,-0.04593333330653664
17,88,123.9,2495.0,1912.0,118.3,13425.0,103.2,114.6,4.902807767621735,4.921706954938223,0.04625101765075569,4.731650148392724,-0.03177596670370192
17,89,136.5,2513.0,1920.0,124.0,14103.0,96.5,118.9,4.838695080866705,4.902807767621735,0.09604304901997758,4.733861254087203,-0.04199876190830073
17,90,145.8,2518.1,1923.9,130.7,15398.0,94.3,129.1,4.8156314626909715,4.838695080866705,0.1093311989443817,4.769088289207819,-0.012317322777579458
17,91,145.7,2535.4,1932.1,136.2,15849.0,91.8,132.5,4.791356218863733,4.8156314626909715,0.06742531948574715,4.7567372921170135,-0.027541748289134967
17,92,174.2,2563.8,1913.0,140.3,16982.0,90.0,153.1,4.792627512768046,4.791356218863733,0.21642107730998697,4.796126251450893,0.08730831555522262
18,64,25.0,3163.0,2142.2,31.0,1792.8512029,127.0,25.2,5.2338746924337105,5.2316907504948,-0.21511137961694557,4.057575277890476,-0.20714320996776867
18,65,24.5,3173.0,2157.6,31.5,1935.6911347,128.7,25.1,5.2431651343597565,5.2338746924337105,-0.25131442828090605,4.118232171415847,-0.2271196996938491
18,66,24.7,3181.0,2176.8,32.4,2089.0340027,134.0,24.7,5.277179504231019,5.2431651343597565,-0.2713551791643521,4.166298615648311,-0.2713551791643521
18,67,25.0,3201.0,2207.5,33.4,2237.1254025,139.3,26.3,5.3082324882775085,5.277179504231019,-0.289680075114454,4.204391118273324,-0.2389869607989358
18,68,26.3,3224.0,2242.1,34.8,2405.1723811,142.8,27.1,5.3246549478615774,5.3082324882775085,-0.2800484475967097,4.235759469323877,-0.25008365889477324
18,69,27.0,3232.0,2256.5,36.7,2587.9234704,146.3,28.3,5.344945508400008,5.3246549478615774,-0.3069398890561955,4.2558343291802245,-0.2599149504113327
18,70,28.3,3219.0,2270.0,38.8,2812.6863042,155.8,28.8,5.397864054260007,5.344945508400008,-0.31555844198003574,4.28347503918291,-0.29804485948732745
18,71,30.1,3280.0,2330.5,40.5,3006.9906232,163.5,30.2,5.438573575902702,5.397864054260007,-0.29677680235766335,4.307393090547262,-0.2934600497316695
18,72,30.6,3303.0,2360.3,41.8,3239.1055124,179.4,29.9,5.525660366430652,5.438573575902702,-0.3118963305723755,4.3501561547198015,-0.33503785913406986
18,73,30.6,3325.0,2396.8,44.4,3653.9714908,201.9,30.1,5.635107685085846,5.525660366430652,-0.3722394604798439,4.410330465279954,-0.3887142976833489
18,74,31.5,3356.0,2440.0,49.3,4052.0327714,212.4,31.3,5.677223038667633,5.635107685085846,-0.4479365352170569,4.409049871996998,-0.4543059835025368
18,75,33.3,3392.0,2484.2,53.8,4380.7746732,223.0,33.6,5.718640813261819,5.677223038667633,-0.4797160701813407,4.399707386591198,-0.47074740019858013
18,76,36.0,3439.0,2537.0,56.9,4802.992707,230.9,37.9,5.746183167193434,5.718640813261819,-0.45777640267617525,4.435699142105403,-0.4063442290439046
18,77,36.9,3468.0,2574.5,60.6,5232.562796,229.4,38.4,5.733389923109507,5.746183167193434,-0.4960833420287873,4.458361562319552,-0.4562374334815876
18,78,41.4,3490.0,2603.3,65.2,5753.5084296,224.7,42.8,5.707888044401418,5.733389923109507,-0.4541785881013386,4.480105640455409,-0.42092136634485633
18,79,43.4,3527.0,2641.7,72.6,6409.9419398,214.9,45.8,5.6591978055902254,5.707888044401418,-0.5145054807243912,4.480640570289434,-0.46068083071061106
18,80,46.3,3661.0,2737.8,82.4,6775.4441182,215.3,48.5,5.662614060329142,5.6591978055902254,-0.5764434758232377,4.409474759185849,-0.5300216389719886
18,81,49.4,3662.0,2745.5,90.9,7506.4484751,209.7,51.8,5.633724176423403,5.662614060329142,-0.6098095769895564,4.413757725607535,-0.5623698519179959
18,82,56.3,3667.0,2757.0,96.5,7988.5332449,210.6,56.4,5.635191356747404,5.633724176423403,-0.5388484731992955,4.4162194397088195,-0.537073849840927
18,83,66.4,3714.0,2800.2,99.6,8272.1125213,201.1,68.8,5.586220916507433,5.635191356747404,-0.4054651081081643,4.419483034736806,-0.36995841965125453
18,84,75.4,3723.0,2812.7,103.9,9062.9836143,183.2,76.0,5.490963371017235,5.586220916507433,-0.3206216230912713,4.468524763970475,-0.31269555781885067
18,85,79.3,3728.0,2829.1,107.6,9282.4949801,182.4,83.6,5.482115334589309,5.490963371017235,-0.3051825190868817,4.457464997531592,-0.2523771276370282
18,86,85.4,3726.0,2841.6,109.6,9722.5680053,179.8,91.3,5.4628131204012025,5.482115334589309,-0.2494912737193909,4.485367686122536,-0.18268658691299236
18,87,90.5,3727.0,2855.0,113.6,10328.587422,171.2,94.6,5.40936424109679,5.4628131204012025,-0.22733365558117044,4.509987301268024,-0.18302603022921846
18,88,94.4,3727.0,2867.0,118.3,11089.0,173.2,102.1,5.416784429724223,5.40936424109679,-0.22568269783288597,4.5404851339688745,-0.14727104581372125
18,89,103.8,3727.0,2874.0,124.0,11873.0,171.6,109.4,5.40506501989415,5.416784429724223,-0.17781559487324866,4.561740628060756,-0.12527067561715596
18,90,115.6,3735.1,2880.3,130.7,12879.0,182.5,128.6,5.466630309621078,5.40506501989415,-0.12276866439189917,4.590448736262494,-0.016197808826657195
18,91,120.5,3763.5,2903.6,136.2,13338.0,170.8,132.5,5.39989131041837,5.466630309621078,-0.12247464078470219,4.5842479894768395,-0.027541748289134967
18,92,135.8,3806.1,2942.1,140.3,14664.0,167.6,153.1,5.3790616187962605,5.39989131041837,-0.03259977198381953,4.649367802411126,0.08730831555522262
19,64,30.1,3493.0,2253.6,31.0,1782.5702302,114.0,27.3,5.174430476639165,5.177184377836882,-0.029462032730316105,4.051824346858849,-0.12710050229423223
19,65,30.3,3560.0,2305.5,31.5,1910.3278032,117.5,27.2,5.200901305783529,5.174430476639165,-0.038839833316263894,4.105042585195294,-0.14677057252963582
19,66,30.0,3624.0,2363.2,32.4,2054.1808183,119.7,30.3,5.2125503679496825,5.200901305783529,-0.07696104113612832,4.149473996094088,-0.0670107102829602
19,67,31.5,3663.0,2404.5,33.4,2236.2605089,120.0,30.4,5.208432244843143,5.2125503679496825,-0.0585683541510673,4.204004434169646,-0.09411329157047876
19,68,32.5,3710.0,2455.5,34.8,2413.3103738,117.3,30.9,5.177436225781611,5.208432244843143,-0.06837729744473674,4.2391372962671845,-0.11886120287672881
19,69,33.3,3745.0,2467.0,36.7,2511.8949576,115.9,30.9,5.170146529767669,5.177436225781611,-0.0972193580741266,4.226015955411203,-0.17202057115682495
19,70,34.3,3643.0,2467.0,38.8,2709.0641253,115.9,36.2,5.142532430824914,5.170146529767669,-0.12327489245733356,4.2459382663827965,-0.06936112779750225
19,71,39.3,3696.0,2530.5,40.5,2877.0603038,119.8,37.5,5.164657927788791,5.142532430824914,-0.03007745523727795,4.263222349872842,-0.07696104113612832
19,72,40.0,3737.0,2580.5,41.8,3075.2354367,125.3,37.4,5.201010833798724,5.164657927788791,-0.04401688541677421,4.298240402559462,-0.11122563511022437
19,73,39.9,3753.0,2616.0,44.4,3410.2218287,126.7,37.3,5.202731173885025,5.201010833798724,-0.10686314554236126,4.3412931511282595,-0.17424614278840925
19,74,41.6,3774.0,2658.3,49.3,3855.8643862,129.9,41.4,5.217213549883683,5.202731173885025,-0.1698239137814267,4.359426404509387,-0.17464320021737564
19,75,44.3,3829.0,2722.8,53.8,4252.2146519,133.6,43.0,5.235793171006043,5.217213549883683,-0.19428879011664874,4.369921753592805,-0.22407335147417629
19,76,48.1,3883.0,2781.4,56.9,4694.839314,139.6,46.4,5.272434843015429,5.235793171006043,-0.16801316402056973,4.412923825004264,-0.20399588190007567
19,77,48.9,3935.0,2839.1,60.6,5161.6071395,140.0,48.8,5.268066203937869,5.272434843015429,-0.2145174965944425,4.444708378049798,-0.2165645802161673
19,78,54.2,3978.0,2889.1,65.2,5786.3114922,142.7,53.6,5.28057866997622,5.268066203937869,-0.18477856048700678,4.485790850653876,-0.19591040085585093
19,79,57.1,4018.0,2933.3,72.6,6416.0456706,140.1,56.5,5.257012650620583,5.28057866997622,-0.2401608051687857,4.481592345925926,-0.2507242836783551
19,80,60.0,4204.0,3079.4,82.4,7284.1935875,143.8,59.7,5.279725125487969,5.257012650620583,-0.31724087469332546,4.4818765806656735,-0.3222534165168697
19,81,62.6,4308.0,3160.2,90.9,8164.413086,144.0,63.0,5.279651742134881,5.279725125487969,-0.3729947230773804,4.497780119947379,-0.36662527479190055
19,82,70.3,4362.0,3200.6,96.5,8669.4075869,143.9,69.2,5.278710989443007,5.279651742134881,-0.3167712095283211,4.498012730017831,-0.33254214572131624
19,83,80.7,4438.0,3256.4,99.6,8984.2746761,133.7,78.6,5.205180017900614,5.278710989443007,-0.21042358931464933,4.502068905280656,-0.23679046515539162
19,84,90.7,4462.0,3274.6,103.9,9465.1260136,128.9,89.0,5.168438281732228,5.205180017900614,-0.13587154098409077,4.511940479089341,-0.15479252837304192
19,85,103.0,4485.0,3294.8,107.6,9747.8022183,125.0,96.4,5.136706764728104,5.168438281732228,-0.04369165949804824,4.506376477347073,-0.10991444611118399
19,86,105.1,4499.0,3313.1,109.6,9902.72085,121.2,103.6,5.103412916508871,5.136706764728104,-0.04192509663100977,4.503727457182337,-0.05630004468853246
19,87,117.8,4461.0,3290.0,113.6,10098.884053,116.5,113.0,5.062376664374602,5.103412916508871,0.036304764930435364,4.487496700635872,-0.005295687574710344
19,88,120.4,4408.0,3250.0,118.3,10793.0,110.9,119.9,5.013394969865288,5.062376664374602,0.01759576189037966,4.513429283841005,0.013434291049127503
19,89,130.7,4382.0,3239.0,124.0,11348.0,103.6,125.8,4.9427779308094655,5.013394969865288,0.05262305502513933,4.516515230323705,0.014411778661303184
19,90,143.4,4348.0,3213.9,130.7,12764.0,101.5,139.9,4.92228961478632,4.9427779308094655,0.09273330753534381,4.581479366767958,0.06802326104125933
19,91,149.6,4381.0,3239.6,136.2,13349.0,107.2,142.7,4.976523392075765,4.92228961478632,0.09384067182496497,4.585072360940321,0.046620130767378774
19,92,178.1,4417.0,3274.6,140.3,14163.0,108.5,160.8,4.9860151813716485,4.976523392075765,0.23856220318720067,4.614605222105981,0.13637836963645067
20,64,26.8,984.0,668.7,31.0,2042.6400586,137.4,24.7,5.309186747780569,5.315959833439654,-0.14558531696833527,4.188011192040032,-0.22718396085121476
20,65,27.2,986.0,671.6,31.5,2212.948766,139.1,24.7,5.319186528328647,5.309186747780569,-0.14677057252963582,4.252093642573246,-0.24318430219765588
20,66,29.6,985.0,673.5,32.4,2356.6467378,135.1,25.9,5.286168890287823,5.319186528328647,-0.09038406146826894,4.286836591009403,-0.22391545409279165
20,67,30.3,982.0,674.5,33.4,2447.1232386,136.0,26.5,5.288274518442707,5.286168890287823,-0.09740818746733117,4.294112525330374,-0.23141116699047823
20,68,32.0,978.0,676.4,34.8,2613.1742282,135.6,29.9,5.278434428516687,5.288274518442707,-0.083881483980702,4.3187035539762,-0.15175890638378786
20,69,33.4,978.0,680.2,36.7,2827.1245418,135.2,29.9,5.269877961070586,5.278434428516687,-0.09422085507786997,4.34423865606666,-0.20491827466388393
20,70,38.0,993.0,697.5,38.8,3103.8761913,128.5,31.4,5.209157054684926,5.269877961070586,-0.020834086902841914,4.381986747054928,-0.21161235371502005
20,71,38.8,1012.0,716.7,40.5,3280.5714751,133.2,34.1,5.236878264953826,5.209157054684926,-0.042881727483265804,4.39447094230279,-0.1720045898230223
20,72,41.5,1028.0,734.0,41.8,3507.2949418,136.5,36.1,5.253186032025609,5.236878264953826,-0.007202912294057997,4.429704007957133,-0.14660347419187525
20,73,41.0,1037.0,747.4,44.4,3870.2653743,138.0,36.9,5.254740376335349,5.253186032025609,-0.07966740273387127,4.467838886405227,-0.18502791839169763
20,74,41.8,1048.0,760.8,49.3,4234.3002362,142.1,37.9,5.2767993887528615,5.254740376335349,-0.16502774151793378,4.453049278902074,-0.2629729689602638
20,75,46.7,1058.0,776.2,53.8,4492.9565855,140.7,40.8,5.256355357603782,5.2767993887528615,-0.141529302492887,4.424992779158208,-0.2765913857576227
20,76,49.9,1072.0,792.5,56.9,5028.3645842,144.9,43.9,5.278132685205948,5.256355357603782,-0.13127433837481225,4.481554736728707,-0.25938102105115957
20,77,50.9,1084.0,808.8,60.6,5440.2987701,145.6,45.0,5.273724650055915,5.278132685205948,-0.1744319695187917,4.497294366240883,-0.297632403304949
20,78,55.0,1092.0,819.3,65.2,5882.0369797,143.9,49.7,5.256434453050404,5.273724650055915,-0.17012628370013633,4.502198937087786,-0.27145453583002416
20,79,54.5,1097.0,828.9,72.6,6445.1201434,138.5,53.2,5.211105265305143,5.256434453050404,-0.2867642201615519,4.486113634703158,-0.3109065254831516
20,80,59.0,1125.0,851.0,82.4,7097.6153783,141.2,55.3,5.2293035111242885,5.211105265305143,-0.3340479930097067,4.4559287074883684,-0.3988125283871371
20,81,62.9,1133.0,862.5,90.9,7850.1669789,138.9,58.4,5.206543361882789,5.2293035111242885,-0.36821383747703834,4.458530080564245,-0.4424441113492519
20,82,69.7,1133.0,864.4,96.5,8341.9333713,139.5,67.0,5.208653237656696,5.206543361882789,-0.32534269057846205,4.4595072792426755,-0.36485038895397415
20,83,80.8,1146.0,877.9,99.6,8962.4957237,135.4,74.7,5.174733565820697,5.208653237656696,-0.20918519906350289,4.499641843184713,-0.2876820724517808
20,84,93.7,1156.0,890.3,103.9,9851.2942901,135.5,90.5,5.170134204972453,5.174733565820697,-0.10333070886080517,4.55192922743888,-0.13807904739930138
20,85,98.1,1165.0,899.9,107.6,10501.660666,127.9,89.2,5.109441428544695,5.170134204972453,-0.09243328115636662,4.580868034578834,-0.18753960814172022
20,86,112.7,1172.0,908.6,109.6,11146.704895,119.0,100.0,5.033685509923185,5.109441428544695,0.0278920465318156,4.622061833586091,-0.0916671885258238
20,87,121.2,1187.0,922.0,113.6,12056.79205,125.0,102.0,5.080952908355376,5.033685509923185,0.06475856734816313,4.664699929439259,-0.10771069300277987
20,88,129.0,1205.0,940.0,118.3,13068.0,125.0,113.5,5.076668707963007,5.080952908355376,0.08658863337733101,4.704698001736619,-0.041420934062883726
20,89,144.4,1222.0,953.0,124.0,14110.0,122.4,125.9,5.055923606155564,5.076668707963007,0.15230566085368902,4.734357479241823,0.01520637544526467
20,90,160.1,1230.0,959.2,130.7,14975.0,117.5,135.9,5.015108178237372,5.055923606155564,0.20289399937249283,4.7412328023534736,0.03901470052692196
20,91,158.9,1237.0,963.3,136.2,15093.0,116.1,153.9,5.004531371332756,5.015108178237372,0.15415067982725836,4.707861945444017,0.12217864712942175
20,92,187.7,1237.0,968.3,140.3,16298.0,114.7,164.4,4.987222439910328,5.004531371332756,0.29106195648404776,4.755014692771749,0.15851949551366415
21,64,28.5,3442.0,2299.3,31.0,2483.3969442,122.2,23.9,5.209107015741024,5.213418550582306,-0.08408311721054144,4.383395433006382,-0.2601087455476814
21,65,27.9,3534.0,2365.4,31.5,2629.6011066,121.0,24.1,5.197273778659366,5.209107015741024,-0.12136085700426748,4.424599897342794,-0.26777570533497796
21,66,28.2,3608.0,2425.8,32.4,2780.9898139,121.0,24.1,5.1927827809044755,5.197273778659366,-0.1388364448542158,4.45240376868176,-0.29594658230167425
21,67,29.4,3680.0,2485.2,33.4,2967.6334256,121.7,26.3,5.1941186129669195,5.1927827809044755,-0.12756122563801886,4.486964187781886,-0.2389869607989358
21,68,30.9,3716.0,2523.6,34.8,3140.7972208,121.7,26.7,5.188520367430557,5.1941186129669195,-0.11886120287672881,4.50261455187128,-0.26495382137422474
21,69,30.7,3765.0,2563.8,36.7,3384.4708249,122.3,27.2,5.1907343710490865,5.188520367430557,-0.1785141004673732,4.5241760886412035,-0.299559781758573
21,70,32.6,3922.0,2723.9,38.8,3702.8018737,123.5,28.5,5.180778206948306,5.1907343710490865,-0.17410795825656564,4.55842482858617,-0.30851615935462284
21,71,34.2,4011.0,2816.9,40.5,3968.2505659,126.7,30.2,5.195225684608413,5.180778206948306,-0.16907633004393385,4.58477863894679,-0.2934600497316695
21,72,34.3,4062.0,2884.0,41.8,4212.961079,133.2,29.9,5.234349001841779,5.195225684608413,-0.19775098535881638,4.61302468409564,-0.33503785913406986
21,73,35.3,4082.0,2933.8,44.4,4684.7546529,137.3,30.1,5.2524568660900535,5.234349001841779,-0.229356505498928,4.658829355218447,-0.3887142976833489
21,74,35.8,4099.0,2980.8,49.3,5073.5955106,144.8,31.3,5.29390480060863,5.2524568660900535,-0.3199761876419899,4.633880937880112,-0.4543059835025368
